name	is_useful	use_for_publication_words	auto_link
Thoracotomy	1	1	1
Thorax	1	0	0
Thorium	0	1	1
Thorium Dioxide	0	1	1
Threonine	1	1	1
Threonine Dehydratase	1	1	1
Threonine-tRNA Ligase	1	1	1
Thrombasthenia	1	1	1
Thrombelastography	1	1	1
Thrombin	1	1	1
Thrombin Time	1	1	1
Thromboangiitis Obliterans	1	1	1
Thrombocythemia, Essential	1	1	1
Thrombocytopenia	1	1	1
Thrombocytosis	1	1	1
Thromboembolism	1	1	1
Thrombophlebitis	1	1	1
Thromboplastin	1	1	1
Thrombopoietin	1	1	1
Thrombosis	1	0	0
Thromboxane A2	1	1	1
Thromboxane B2	1	1	1
Thromboxane-A Synthase	1	1	1
Thromboxanes	1	1	1
Thulium	0	1	1
Thumb	1	1	1
Thymectomy	1	1	1
Thymic Factor, Circulating	1	1	1
Thymidine	1	1	1
Thymidine Kinase	1	1	1
Thymidine Monophosphate	1	1	1
Thymidine Phosphorylase	1	1	1
Thymidylate Synthase	1	1	1
Thymine	0	1	1
Thymine Nucleotides	1	1	1
Thymol	0	1	1
Thymolphthalein	0	1	1
Thymoma	1	1	1
Thymopoietins	1	1	1
Thymosin	1	1	1
Moxisylyte	0	1	1
Thymus Extracts	0	1	1
Thymus Gland	1	1	1
Thymus Hormones	1	1	1
Thymus Hyperplasia	1	1	1
Thymus Neoplasms	1	1	1
Thyroglobulin	1	1	1
Thyroglossal Cyst	1	1	1
Antithyroid Agents	1	1	1
Thyroid Cartilage	1	1	1
Thyroid Crisis	1	1	1
Thyroid Diseases	1	1	1
Thyroid Function Tests	1	1	1
Thyroid Gland	1	1	1
Thyroid Extract, Desiccated	1	1	1
Thyroid Hormones	1	1	1
Thyroid Neoplasms	1	1	1
Thyroidectomy	1	1	1
Thyroiditis	1	1	1
Thyroiditis, Autoimmune	1	1	1
Thyroiditis, Subacute	1	1	1
Thyroiditis, Suppurative	1	1	1
Thyronines	1	1	1
Thyrotoxicosis	1	1	1
Thyrotropin	1	1	1
Thyrotropin-Releasing Hormone	1	1	1
Thyroxine	1	1	1
Thyroxine-Binding Proteins	1	1	1
Tiapride	0	1	1
Tibia	1	1	1
Tibial Fractures	1	1	1
Tibial Nerve	1	1	1
Tic Disorders	1	1	1
Ticarcillin	0	1	1
Tick Control	0	1	1
Tick Infestations	1	1	1
Tick Paralysis	1	1	1
Tick Toxicoses	1	1	1
Ticks	0	1	1
Ticlopidine	0	1	1
Ticrynafen	0	1	1
Tidal Volume	1	1	1
Tietze's Syndrome	1	1	1
Tiletamine	0	1	1
Tilidine	0	1	1
Tilorone	0	1	1
Time	0	0	0
Time and Motion Studies	1	1	1
Time Factors	0	1	1
Time Perception	1	1	1
Timolol	0	1	1
Tin	0	1	1
Tin Fluorides	1	0	0
Tin Polyphosphates	0	1	1
Tin Radioisotopes	0	1	1
Tinea	1	1	1
Tinea Capitis	1	1	1
Tinea Favosa	1	1	1
Tinea Pedis	1	1	1
Onychomycosis	1	1	1
Tinea Versicolor	1	1	1
Tinidazole	0	1	1
Tinnitus	1	1	1
1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt	0	1	1
Tissue Adhesives	1	0	0
Tissue Banks	0	1	1
Tissue Conditioning (Dental)	1	1	1
Tissue Distribution	1	1	1
Tissue Donors	0	0	0
Tissue Extracts	0	1	1
Tissue Preservation	1	1	1
Tissue Survival	1	1	1
Tissue Therapy	1	1	1
Tissues	1	0	0
Titanium	0	1	1
Tobacco	0	0	0
Tobacco Mosaic Virus	0	1	1
Tobacco Smoke Pollution	0	1	1
Tobacco Use Disorder	1	1	1
Tobacco, Smokeless	0	1	1
Tobramycin	1	1	1
Todralazine	0	1	1
Toe Joint	1	1	1
Toes	1	1	1
Togaviridae	0	1	1
Togaviridae Infections	1	1	1
Togo	0	0	0
Toilet Facilities	0	1	1
Toilet Training	1	1	1
Token Economy	1	1	1
Tokyo	0	0	0
Tolazamide	0	1	1
Tolazoline	0	1	1
Tolbutamide	0	1	1
Tolmetin	0	1	1
Tolnaftate	0	1	1
Tolonium Chloride	0	1	1
Tolperisone	0	1	1
Toluene	0	1	1
Toluene 2,4-Diisocyanate	0	1	1
Toluidines	0	1	1
Tomatine	1	1	1
Tomography	1	1	1
Tomography, Emission-Computed	1	1	1
X-Ray Tomography	1	1	1
Tomography, X-Ray Computed	1	1	1
Tonga	0	0	0
Tongue	1	0	0
Tongue Diseases	1	1	1
Tongue Habits	1	1	1
Tongue Neoplasms	1	1	1
Tongue, Fissured	1	1	1
Tongue, Hairy	1	1	1
Tonometry, Ocular	1	1	1
Palatine Tonsil	1	1	1
Tonsillar Neoplasms	1	1	1
Tonsillectomy	1	1	1
Tonsillitis	1	1	1
Tooth	1	1	1
Tooth Abnormalities	1	1	1
Tooth Abrasion	1	1	1
Tooth Bleaching	1	1	1
Tooth Calcification	1	1	1
Tooth Discoloration	1	1	1
Tooth Diseases	1	1	1
Tooth Erosion	1	1	1
Tooth Eruption	1	1	1
Tooth Eruption, Ectopic	1	1	1
Tooth Exfoliation	1	1	1
Tooth Extraction	1	1	1
Tooth Fractures	1	1	1
Tooth Germ	1	1	1
Tooth Avulsion	1	1	1
Tooth Migration	1	1	1
Tooth Mobility	1	1	1
Tooth Movement	1	1	1
Tooth Permeability	1	1	1
Tooth Remineralization	1	1	1
Tooth Replantation	1	1	1
Tooth Resorption	1	1	1
Tooth Root	1	1	1
Tooth, Artificial	1	1	1
Tooth, Deciduous	1	1	1
Tooth, Impacted	1	1	1
Tooth, Supernumerary	1	1	1
Tooth, Unerupted	1	1	1
Toothache	1	1	1
Toothbrushing	1	1	1
Toothpaste	1	0	0
Torpedo	0	1	1
Torsion Abnormality	1	1	1
Torticollis	1	1	1
Torture	0	0	0
Tosyl Compounds	0	1	1
Tosylarginine Methyl Ester	1	1	1
Tosyllysine Chloromethyl Ketone	1	1	1
Tosylphenylalanyl Chloromethyl Ketone	1	1	1
Total Lung Capacity	1	1	1
Touch	1	1	1
Tourniquets	1	1	1
Toxaphene	0	1	1
Toxascaris	0	1	1
Toxemia	1	1	1
Toxicology	0	1	1
Toxiferine	0	1	1
Toxins, Biological	0	1	1
Toxocara	0	1	1
Toxocariasis	1	1	1
Toxoids	0	1	1
Toxoplasma	0	1	1
Toxoplasmosis	1	1	1
Toxoplasmosis, Animal	1	1	1
Toxoplasmosis, Congenital	1	1	1
Toxoplasmosis, Ocular	1	1	1
Toyocamycin	1	1	1
Chromomycin A3	1	1	1
Trabecular Meshwork	1	1	1
Trabeculectomy	1	1	1
Trace Elements	1	1	1
Trachea	1	1	1
Tracheal Diseases	1	1	1
Tracheal Neoplasms	1	1	1
Tracheal Stenosis	1	1	1
Tracheitis	1	1	1
Tracheobronchomegaly	1	1	1
Tracheoesophageal Fistula	1	1	1
Tracheostomy	1	1	1
Tracheotomy	1	1	1
Trachoma	1	1	1
Track and Field	0	0	0
Traction	1	1	1
Tragacanth	1	1	1
Trail Making Test	1	1	1
Training Support	0	1	1
Tramadol	0	1	1
Tranexamic Acid	0	1	1
Tranquilizing Agents	1	1	1
Antipsychotic Agents	1	1	1
Anti-Anxiety Agents	1	1	1
Transactional Analysis	1	1	1
Transaldolase	1	1	1
Transcaucasia	0	0	0
Transcobalamins	1	1	1
Transcortin	1	1	1
Transcription Factors	1	1	1
Transcription, Genetic	1	1	1
Transducers	1	1	1
Transducers, Pressure	1	1	1
Transduction, Genetic	1	1	1
Transfection	1	1	1
Transfer (Psychology)	1	1	1
Transfer Agreement	0	1	1
Transfer Factor	1	1	1
Transferases	1	1	1
Transference (Psychology)	1	1	1
Transferrin	1	1	1
Transformation, Bacterial	1	1	1
Transformation, Genetic	1	1	1
Transients and Migrants	0	0	0
Transillumination	1	1	1
Transistors, Electronic	1	1	1
Transketolase	1	1	1
Translating	0	0	0
Protein Biosynthesis	1	1	1
Translations	0	0	0
Translocation, Genetic	1	1	1
Neurotransmitter Uptake Inhibitors	1	1	1
Transplantation	1	0	0
Transplantation Immunology	1	1	1
Transplantation, Autologous	1	1	1
Transplantation, Heterologous	1	1	1
Transplantation, Homologous	1	1	1
Transplantation, Isogeneic	1	1	1
Transportation	0	0	0
Transportation of Patients	1	1	1
Transposition of Great Vessels	1	1	1
Transsexualism	1	1	1
Transvestism	1	1	1
Tranylcypromine	0	1	1
Trapidil	0	1	1
Trauma Centers	0	1	1
Traumatology	1	1	1
Travel	0	0	0
Trazodone	0	1	1
Trees	0	1	1
Trehalase	1	1	1
Trehalose	1	1	1
Trematoda	0	1	1
Trematode Infections	1	1	1
Tremor	1	1	1
Tremorine	0	1	1
Trenbolone	0	1	1
Trench Fever	1	1	1
Trephining	1	1	1
Treponema	0	1	1
Treponema Immobilization Test	1	1	1
Treponema pallidum	0	1	1
Treponemal Infections	1	1	1
Tretinoin	0	1	1
Tretoquinol	0	1	1
Triallate	0	1	1
Triacetin	1	1	1
Triacetoneamine-N-Oxyl	0	1	1
Troleandomycin	1	1	1
Triage	0	1	1
Trial of Labor	1	1	1
Trialkyltin Compounds	0	1	1
Triamcinolone	0	1	1
Triamcinolone Acetonide	0	1	1
Triamterene	0	1	1
Triatoma	0	1	1
Triatominae	0	1	1
Triazenes	0	1	1
Triazines	0	1	1
Triaziquone	0	1	1
Triazolam	0	1	1
Triazoles	0	1	1
Tribolium	0	1	1
Tricarboxylic Acids	0	1	1
Trichinella	0	1	1
Trichinellosis	1	1	1
Trichlorfon	0	1	1
Trichlormethiazide	0	1	1
Trichloroacetic Acid	0	1	1
Trichloroepoxypropane	0	1	1
Trichloroethanes	0	1	1
Trichloroethylene	0	1	1
Trichoderma	0	1	1
Trichodermin	0	1	1
Trichomonas	0	1	1
Trichomonas Infections	1	1	1
Trichomonas vaginalis	0	1	1
Trichomonas Vaginitis	1	1	1
Trichophytin	0	1	1
Trichophyton	0	1	1
Trichosporon	0	1	1
Trichostrongyloidea	0	1	1
Trichostrongyloidiasis	1	1	1
Trichostrongylosis	1	1	1
Trichostrongylus	0	1	1
Trichothecenes	0	1	1
Trichotillomania	1	1	1
Trichuriasis	1	1	1
Trichuris	0	1	1
Trichuroidea	0	1	1
Triclosan	0	1	1
Tricuspid Valve	1	1	1
Tricuspid Valve Insufficiency	1	1	1
Tricuspid Valve Prolapse	1	1	1
Tricuspid Valve Stenosis	1	1	1
Triethylenemelamine	0	1	1
Triethylenetetramine	0	1	1
Triethyltin Compounds	0	1	1
Trifluoperazine	0	1	1
Trifluoroacetic Acid	0	1	1
Trifluoroethanol	0	1	1
Trifluridine	1	1	1
Trifluperidol	0	1	1
Triflupromazine	0	1	1
Trifluralin	0	1	1
Trigeminal Caudal Nucleus	1	1	1
Trigeminal Nerve	1	1	1
Trigeminal Neuralgia	1	1	1
Trigeminal Nuclei	1	1	1
Trigeminal Nucleus, Spinal	1	1	1
Triglycerides	1	1	1
Trihexosylceramides	1	1	1
Trihexyphenidyl	0	1	1
Triiodobenzoic Acids	0	1	1
Triiodothyronine	1	1	1
Triiodothyronine, Reverse	1	1	1
Trilogy of Fallot	1	1	1
Trimebutine	0	1	1
Trimecaine	0	1	1
Trimedoxime	0	1	1
Metipranolol	0	1	1
Trimeprazine	0	1	1
Trimetazidine	0	1	1
Trimethadione	0	1	1
Trimethaphan	0	1	1
Trimethoprim	0	1	1
Trimethoprim Resistance	1	1	1
Trimethylsilyl Compounds	0	1	1
Trimethyltin Compounds	0	1	1
Trimipramine	0	1	1
Trinidad and Tobago	0	0	0
Trinitrobenzenes	0	1	1
Trinitrobenzenesulfonic Acid	0	1	1
Trinitrotoluene	0	1	1
Triolein	1	1	1
Triose-Phosphate Isomerase	1	1	1
Trioses	1	1	1
Trioxsalen	0	1	1
Triparanol	0	1	1
Tripelennamine	0	1	1
Triplets	1	0	0
Triprolidine	0	1	1
Trisaccharides	1	1	1
Trismus	1	1	1
Trisomy	1	1	1
Triterpenes	0	1	1
Tritium	0	1	1
Tritolyl Phosphates	0	1	1
Tritrichomonas	0	1	1
Triturus	0	1	1
Trityl Compounds	0	1	1
Trochlear Nerve	1	1	1
Troglotrematidae	0	1	1
Trombiculiasis	1	1	1
Trombiculidae	0	1	1
Tromethamine	0	1	1
Tropanes	0	1	1
Trophoblasts	1	1	1
Trophoblastic Neoplasms	1	1	1
Tropical Climate	1	1	1
Tropical Medicine	1	1	1
Tropicamide	0	1	1
Tropocollagen	1	1	1
Tropoelastin	1	1	1
Tropolone	0	1	1
Tropomyosin	1	1	1
Troponin	1	1	1
Trout	0	1	1
Truncus Arteriosus	1	1	1
Truncus Arteriosus, Persistent	1	1	1
Trusses	1	1	1
Trustees	0	0	0
Truth Disclosure	1	1	1
Trypan Blue	0	1	1
Trypanocidal Agents	1	1	1
Trypanosoma	0	1	1
Trypanosoma brucei brucei	0	1	1
Trypanosoma brucei gambiense	0	1	1
Trypanosoma congolense	0	1	1
Trypanosoma cruzi	0	1	1
Trypanosoma lewisi	0	1	1
Trypanosomatina	0	1	1
Trypanosomiasis	1	1	1
Trypanosomiasis, African	1	1	1
Trypanosomiasis, Bovine	1	1	1
Chagas Disease	1	1	1
Trypsin	1	1	1
Trypsin Inhibitor, Bowman-Birk Soybean	1	1	1
Trypsin Inhibitor, Kazal Pancreatic	1	1	1
Trypsin Inhibitor, Kunitz Soybean	1	1	1
Trypsin Inhibitors	1	1	1
Trypsinogen	1	1	1
Tryptamines	0	1	1
Tryptophan	1	1	1
Tryptophan Hydroxylase	1	1	1
Tryptophan Oxygenase	1	1	1
Tryptophan Synthase	1	1	1
Tryptophanase	1	1	1
Tryptophan-tRNA Ligase	1	1	1
Tsetse Flies	0	1	1
Tuber Cinereum	1	1	1
Tubercidin	1	1	1
Tuberculin	0	1	1
Tuberculin Test	1	1	1
Tuberculoma	1	1	1
Tuberculosis	1	1	1
Tuberculosis Societies	0	1	1
Tuberculosis, Avian	1	1	1
Tuberculosis, Bovine	1	1	1
Tuberculosis, Cardiovascular	1	1	1
Cutaneous Tuberculosis	1	1	1
Tuberculosis, Endocrine	1	1	1
Tuberculosis, Female Genital	1	1	1
Tuberculosis, Gastrointestinal	1	1	1
Tuberculosis, Hepatic	1	1	1
Tuberculosis, Laryngeal	1	1	1
Tuberculosis, Lymph Node	1	1	1
Tuberculosis, Male Genital	1	1	1
Tuberculosis, Meningeal	1	1	1
Tuberculosis, Miliary	1	1	1
Tuberculosis, Ocular	1	1	1
Tuberculosis, Oral	1	1	1
Tuberculosis, Osteoarticular	1	1	1
Peritonitis, Tuberculous	1	1	1
Tuberculosis, Pleural	1	1	1
Tuberculosis, Pulmonary	1	1	1
Tuberculosis, Renal	1	1	1
Tuberculosis, Spinal	1	1	1
Tuberculosis, Splenic	1	1	1
Tuberculosis, Urogenital	1	1	1
Tuberous Sclerosis	1	1	1
Tubocurarine	0	1	1
Tubulin	1	1	1
Tuftsin	1	1	1
Tularemia	1	1	1
Tumor Cells, Cultured	1	1	1
Tumor Markers, Biological	0	1	1
Tumor Necrosis Factor-alpha	1	1	1
Tumor Stem Cell Assay	1	1	1
Neoplastic Stem Cells	1	1	1
Tumor Virus Infections	1	1	1
Tuna	0	1	1
Tungsten	0	1	1
Tunicamycin	1	1	1
Tunisia	0	0	0
Tupaia	0	1	1
Tupaiidae	0	1	1
Turbellaria	0	1	1
Turbinates	1	1	1
Turkey	0	0	0
Turkeys	0	1	1
Turkmenistan	0	0	0
Turner Syndrome	1	1	1
Turpentine	1	1	1
Turtles	0	1	1
Twins	1	0	0
Twins, Conjoined	1	1	1
Twins, Dizygotic	1	0	0
Twins, Monozygotic	1	0	0
Tylenchoidea	0	1	1
Tympanic Membrane	1	1	1
Tympanoplasty	1	1	1
Type A Personality	1	1	1
Typhoid Fever	1	1	1
Typhoid-Paratyphoid Vaccines	0	1	1
Typhus, Endemic Flea-Borne	1	1	1
Typhus, Epidemic Louse-Borne	1	1	1
Tyramine	0	1	1
Tyrocidine	1	1	1
Tyropanoate	0	1	1
Monophenol Monooxygenase	1	1	1
Tyrosine	1	1	1
Tyrosine Transaminase	1	1	1
Tyrosine Decarboxylase	1	1	1
Tyrosine 3-Monooxygenase	1	1	1
Tyrosine Phenol-Lyase	1	1	1
Tyrosine-tRNA Ligase	1	1	1
Tyrothricin	1	1	1
Electron Transport Complex III	1	1	1
Ubiquinone	1	1	1
Ubiquitins	1	1	1
Glucuronosyltransferase	1	1	1
Uganda	0	0	0
Ukraine	0	0	0
Ulcer	1	1	1
Ulna	1	1	1
Ulna Fractures	1	1	1
Ulnar Nerve	1	1	1
Ultimobranchial Body	0	1	1
Ultracentrifugation	1	1	1
Ultrafiltration	1	1	1
Ultrasonography	1	1	1
Ultrasonic Therapy	1	1	1
Ultrasonics	0	1	1
Ultraviolet Rays	1	1	1
Ultraviolet Therapy	1	1	1
Umbelliferones	0	1	1
Umbilical Arteries	1	1	1
Umbilical Cord	1	1	1
Umbilical Veins	1	1	1
Umbilicus	1	1	1
Unconscious (Psychology)	1	1	1
Unconsciousness	1	1	1
Uncoupling Agents	1	1	1
Undecylenic Acids	1	1	1
Underachievement	1	1	1
Unemployment	0	1	1
United Arab Emirates	0	0	0
United Nations	0	1	1
United States	0	0	0
United States Substance Abuse and Mental Health Services Administration	0	0	0
United States Dept. of Health and Human Services	0	0	0
United States Environmental Protection Agency	0	0	0
United States Federal Trade Commission	0	0	0
United States Food and Drug Administration	0	0	0
Centers for Medicare and Medicaid Services (U.S.)	0	0	0
United States Health Resources and Services Administration	0	0	0
United States Occupational Safety and Health Administration	0	0	0
United States Office of Economic Opportunity	0	0	0
United States Office of Technology Assessment	0	0	0
United States Public Health Service	0	0	0
United States Department of Veterans Affairs	0	0	0
Unithiol	0	1	1
Universities	0	0	0
Urachal Cyst	1	1	1
Urachus	1	1	1
Uracil	0	1	1
Uracil Mustard	0	1	1
Uracil Nucleotides	1	1	1
Uranium	0	1	1
Uranyl Nitrate	0	1	1
Urate Oxidase	1	1	1
Urban Health	0	1	1
Urban Population	0	1	1
Urban Renewal	0	0	0
Urbanization	0	0	0
Urea	0	1	1
Ureaplasma	0	1	1
Urease	1	1	1
Uremia	1	1	1
Ureohydrolases	1	1	1
Ureter	1	1	1
Ureteral Calculi	1	1	1
Ureteral Diseases	1	1	1
Ureteral Neoplasms	1	1	1
Ureteral Obstruction	1	1	1
Ureterocele	1	1	1
Ureterostomy	1	1	1
Urethane	0	1	1
Urethra	1	1	1
Urethral Diseases	1	1	1
Urethral Neoplasms	1	1	1
Urethral Obstruction	1	1	1
Urethral Stricture	1	1	1
Urethritis	1	1	1
Uric Acid	0	1	1
Uricosuric Agents	1	1	1
Uridine	1	1	1
Uridine Diphosphate	1	1	1
Uridine Diphosphate Galactose	1	1	1
Uridine Diphosphate Glucose	1	1	1
Uridine Diphosphate Glucose Dehydrogenase	1	1	1
UDPglucose 4-Epimerase	1	1	1
Uridine Diphosphate Glucuronic Acid	1	1	1
Uridine Diphosphate N-Acetylgalactosamine	1	1	1
Uridine Diphosphate N-Acetylglucosamine	1	1	1
Uridine Diphosphate N-Acetylmuramic Acid	1	1	1
Uridine Diphosphate Sugars	1	1	1
Uridine Diphosphate Xylose	1	1	1
Uridine Kinase	1	1	1
Uridine Monophosphate	1	1	1
Uridine Phosphorylase	1	1	1
Uridine Triphosphate	1	1	1
Urinary Calculi	1	1	1
Urinary Catheterization	1	1	1
Urinary Diversion	1	1	1
Urinary Fistula	1	1	1
Urinary Incontinence	1	1	1
Urinary Incontinence, Stress	1	1	1
Urinary Tract	1	1	1
Urinary Tract Infections	1	1	1
Urinary Tract Physiological Phenomena	1	1	1
Urination	1	1	1
Urination Disorders	1	1	1
Urine	1	1	1
Urobilin	0	1	1
Urobilinogen	0	1	1
Urocanate Hydratase	1	1	1
Urocanic Acid	0	1	1
Urochordata	0	1	1
Urodela	0	1	1
Urodynamics	1	1	1
Urogenital Abnormalities	1	1	1
Urogenital Neoplasms	1	1	1
Urogenital System	1	1	1
Urography	1	1	1
Urokinase-Type Plasminogen Activator	1	1	1
Urologic Diseases	1	1	1
Urologic Neoplasms	1	1	1
Urology	1	1	1
Urology Department, Hospital	0	1	1
Uronic Acids	1	1	1
Uroporphyrinogen Decarboxylase	1	1	1
Uroporphyrinogen III Synthetase	1	1	1
Uroporphyrinogens	0	1	1
Uroporphyrins	0	1	1
Urotensins	1	1	1
Ursodeoxycholic Acid	0	1	1
Urticaria	1	1	1
Urticaria Pigmentosa	1	1	1
Uruguay	0	0	0
User-Computer Interface	0	0	0
USSR	0	0	0
Ustilaginales	0	1	1
Ustilago	0	1	1
Utah	0	0	0
Uterine Contraction	1	1	1
Uterine Diseases	1	1	1
Uterine Hemorrhage	1	1	1
Uterine Inertia	1	1	1
Uterine Neoplasms	1	1	1
Uterine Perforation	1	1	1
Uterine Prolapse	1	1	1
Uterine Rupture	1	1	1
Uteroglobin	1	1	1
Uterus	1	1	1
Utilization Review	0	1	1
Utopias	0	0	0
Uvea	1	1	1
Uveal Diseases	1	1	1
Uveal Neoplasms	1	1	1
Uveitis	1	1	1
Uveitis, Anterior	1	1	1
Uveomeningoencephalitic Syndrome	1	1	1
Uveoparotid Fever	1	1	1
Uvula	1	1	1
Uzbekistan	0	0	0
Vaccination	1	1	1
Vaccines	0	0	0
Vaccines, Attenuated	0	1	1
Vaccines, Synthetic	1	1	1
Vaccinia	1	1	1
Vaccinia virus	0	1	1
Vacuoles	1	1	1
Vacuum	1	1	1
Vacuum Curettage	1	1	1
Vacuum Extraction, Obstetrical	1	1	1
Vagina	1	1	1
Vaginal Creams, Foams, and Jellies	1	1	1
Vaginal Diseases	1	1	1
Vaginal Fistula	1	1	1
Vaginal Neoplasms	1	1	1
Vaginal Smears	1	1	1
Vaginitis	1	1	1
Vagotomy	1	1	1
Vagotomy, Proximal Gastric	1	1	1
Vagus Nerve	1	1	1
Valerates	1	1	1
Valerian	0	1	1
Valine	1	1	1
Valinomycin	1	1	1
Valproic Acid	1	1	1
Valsalva Maneuver	1	1	1
Valine-tRNA Ligase	1	1	1
Vanadates	0	1	1
Vanadium	0	1	1
Vancomycin	1	1	1
Vanillic Acid	0	1	1
Vanilmandelic Acid	0	1	1
Variant Surface Glycoproteins, Trypanosoma	1	1	1
Genetic Variation	1	1	1
Herpesvirus 3, Human	0	1	1
Varicocele	1	1	1
Varicose Ulcer	1	1	1
Varicose Veins	1	1	1
Vas Deferens	1	1	1
Vasa Nervorum	1	1	1
Vasa Vasorum	1	1	1
Vascular Diseases	1	0	0
Vascular Headaches	1	1	1
Vascular Patency	1	1	1
Vascular Resistance	1	1	1
Vascular Surgical Procedures	1	1	1
Vasculitis	1	1	1
Vasectomy	1	1	1
Vasoactive Intestinal Peptide	1	1	1
Vasoconstriction	1	1	1
Vasoconstrictor Agents	1	1	1
Nasal Decongestants	1	1	1
Vasodilation	1	1	1
Vasodilator Agents	1	1	1
Vasomotor System	1	1	1
Vasopressins	1	1	1
Vasotocin	1	1	1
Vasovasostomy	1	1	1
Ampulla of Vater	1	1	1
Vatican City	0	0	0
Vectorcardiography	1	1	1
Vecuronium Bromide	0	1	1
Vegetable Proteins	1	1	1
Vegetables	0	0	0
Diet, Vegetarian	1	1	1
Vehicles	1	1	1
Veillonella	0	1	1
Veins	1	0	0
Velopharyngeal Insufficiency	1	1	1
Vena Cava, Inferior	1	1	1
Vena Cava, Superior	1	1	1
Venae Cavae	1	1	1
Venereal Tumors, Veterinary	1	1	1
Venereology	1	1	1
Venezuela	0	0	0
Venoms	1	1	1
Venous Insufficiency	1	1	1
Venous Pressure	1	1	1
Ventilation	0	1	1
Ventilation-Perfusion Ratio	1	1	1
Ventricular Fibrillation	1	1	1
Ventricular Outflow Obstruction	1	1	1
Cerebral Ventriculography	1	1	1
Ventriculostomy	1	1	1
Ventromedial Hypothalamic Nucleus	1	1	1
Venturicidins	0	1	1
Venules	1	1	1
Verapamil	0	1	1
Veratridine	0	1	1
Veratrine	0	1	1
Veratrum	0	1	1
Veratrum Alkaloids	0	1	1
Verbal Behavior	1	1	1
Verbal Learning	1	1	1
Vermont	0	0	0
Vernix Caseosa	1	1	1
Vero Cells	1	1	1
Version, Fetal	1	1	1
Vertebral Artery	1	1	1
Vertebrate Viruses	0	1	1
Viruses, Unclassified	0	1	1
Vertebrates	0	1	1
Vertebrobasilar Insufficiency	1	1	1
Vertical Dimension	1	1	1
Vertigo	1	1	1
Vesico-Ureteral Reflux	1	1	1
Vesicovaginal Fistula	1	1	1
Vesicular Exanthema of Swine	1	1	1
Vesicular stomatitis Indiana virus	0	1	1
Vestibule, Labyrinth	1	1	1
Vestibular Aqueduct	1	1	1
Vestibular Function Tests	1	1	1
Vestibular Nerve	1	1	1
Vestibular Nuclei	1	1	1
Vestibuloplasty	1	1	1
Veterans	0	0	0
Veterans Disability Claims	0	1	1
Veterinary Medicine	0	1	1
Veterinary Service, Military	0	1	1
Vibration	0	1	1
Vibrio	0	1	1
Vibrio cholerae	0	1	1
Vibrio Infections	1	1	1
Vibrio parahaemolyticus	0	1	1
Vibrionaceae	0	1	1
Vibrissae	0	1	1
Victoria	0	0	0
Vidarabine	1	1	1
Video Recording	0	0	0
Videodisc Recording	0	0	0
Videotape Recording	0	0	0
Vietnam	0	0	0
Viloxazine	0	1	1
Vimentin	1	1	1
Vinblastine	0	1	1
Vinca Alkaloids	0	1	1
Vincamine	0	1	1
Vincristine	0	1	1
Vindesine	0	1	1
Vinyl Chloride	0	1	1
Vinyl Compounds	0	1	1
Violence	0	0	0
Viologens	0	1	1
Viomycin	1	1	1
Viper Venoms	0	1	1
Viral Core Proteins	1	1	1
Viral Envelope Proteins	1	1	1
Viral Fusion Proteins	1	1	1
Viral Hepatitis Vaccines	0	1	1
Viral Interference	1	1	1
Viral Matrix Proteins	1	1	1
Viral Proteins	1	1	1
Viral Vaccines	0	1	1
Viremia	1	1	1
Virgin Islands of the United States	0	0	0
Virginia	0	0	0
Virginiamycin	1	1	1
Virilism	1	1	1
Virion	0	1	1
Viroids	0	1	1
Virology	0	1	1
Virulence	1	1	1
Virus Activation	1	1	1
Virus Cultivation	1	1	1
Virus Diseases	1	1	1
Virus Replication	1	1	1
Viruses	0	0	0
Viscera	1	1	1
Visceral Prolapse	1	1	1
Viscosity	0	1	1
Mistletoe	0	1	1
Vision, Ocular	1	1	1
Vision Disorders	1	1	1
Vision Tests	1	1	1
Vision, Entoptic	1	1	1
Visitors to Patients	0	0	0
Visna-maedi virus	0	1	1
Visual Acuity	1	1	1
Visual Cortex	1	1	1
Visual Fields	1	1	1
Visual Pathways	1	1	1
Visual Perception	1	1	1
Vital Capacity	1	1	1
Vital Statistics	1	0	0
Vitalism	0	0	0
Vitamin A	0	1	1
Vitamin A Deficiency	1	1	1
Vitamin B Complex	1	1	1
Vitamin B Deficiency	1	1	1
Vitamin B 12	0	1	1
Vitamin B 12 Deficiency	1	1	1
Vitamin D	0	1	1
Vitamin D Deficiency	1	1	1
Vitamin D-Binding Protein	1	1	1
Vitamin E	0	1	1
Vitamin E Deficiency	1	1	1
Vitamin K	0	1	1
Vitamin K Deficiency	1	1	1
Vitamin U	1	1	1
Vitamins	1	0	0
Vitelline Duct	1	1	1
Vitelline Membrane	1	1	1
Vitellogenesis	1	1	1
Vitellogenins	1	1	1
Vitiligo	1	1	1
Vitrectomy	1	1	1
Vitreous Body	1	1	1
Vitreous Hemorrhage	1	1	1
Vivisection	1	1	1
Vocabulary	0	0	0
Vocal Cord Paralysis	1	1	1
Vocal Cords	1	1	1
Vocalization, Animal	1	1	1
Vocational Education	0	1	1
Vocational Guidance	1	1	1
Voice	1	1	1
Voice Disorders	1	1	1
Voice Quality	1	1	1
Voice Training	1	1	1
Volatilization	0	1	1
Volition	1	1	1
Voluntary Health Agencies	0	1	1
Voluntary Workers	0	0	0
